County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways,Assigned Program Coordinator
Frederick,2-Oct,Prekindergarten,Hillcrest Elementary,Frederick,21703,Yes,4,Active,5,1,Sep 11 2023,Sep 10 2024,Sep 18 2015,,,MSDE  | Maryland Accreditation 2025-12-31,Michelle Bruns
Montgomery,102250,Family Childcare,Ranjana Ross,Potomac,20854,Yes,1,Active,1,2,Aug 07 2023,Aug 06 2024,Jun 12 2015,,,,Carla Hillery
Carroll,102218,Center,Stepping Stones Day Care Center,Sykesville,21784,Yes,1,Active,1,3,Jun 13 2023,Jun 12 2024,Feb 11 2014,,,,Laura Suguiyama
Baltimore,102100,Center,YMCA Emily Harris Head Start,Catonsville,21228,Yes,4,Active,4,3,Feb 22 2023,Feb 22 2024,May 12 2014,,,MSDE,Allison Rudoy
Montgomery,101844,Family Childcare,Sayeeda Huque,Rockville,20850,Yes,5,Active,5,2,Dec 18 2023,Dec 17 2024,Dec 04 2012,,,NAFCC  | No Additional Staff  | National Association for Family Child Care (NAFCC) 2025-07-01,Karina Cortes Hudack
Montgomery,101826,Family Childcare,Sumattie Deonarain,Silver Spring,20903,Yes,1,Active,1,2,Nov 07 2023,Nov 06 2024,Apr 18 2014,,,No Additional Staff,Sarah Thistle
Baltimore,101816,Center,Pilgrim Christian Day School,Baltimore,21207,Yes,1,Active,1,3,Nov 08 2023,Nov 07 2024,Mar 20 2015,,,,Jennifer Blandford
Baltimore,101701,Family Childcare,Sharonda Fortune,Baltimore,21207,Yes,1,Active,1,2,May 11 2023,May 10 2024,Mar 20 2015,,,No Additional Staff,Trish Miller
Worcester,101692,Family Childcare,Dionne Jacobs,Berlin,21811,Yes,1,Active,1,2,Sep 19 2023,Sep 18 2024,Jan 24 2014,,,,Amy Brannock
Harford,101663,Family Childcare,Jacinda Letts,Bel Air,21015,Yes,1,Active,1,2,Jun 30 2023,Jun 29 2024,Nov 13 2015,,,,Theresa Lutz
Allegany,101613,Family Childcare,Amy Steckman,Cumberland,21502,Yes,1,Active,1,2,Jul 03 2023,Jul 02 2024,Mar 18 2016,,,,Trish Miller
Montgomery,101578,Center,Ashton United Methodist Christian  Preschool,Ashton,20861,Yes,3,Active,3,3,Dec 28 2023,Dec 27 2024,Oct 04 2014,,,,Trish Miller
Calvert,101548,Center,Grover Place Child Care,Saint Leonard,20685,Yes,2,Active,2,3,Mar 24 2023,Mar 23 2024,Nov 13 2015,,,,Karina Cortes Hudack
Baltimore,101439,Family Childcare,Annette Scurry,Baltimore,21221,Yes,1,Active,1,2,Jul 28 2023,Jul 27 2024,Oct 03 2014,,,,Amy Brannock
Baltimore,101289,LOC,Al-Rahmah Nursery &CCC,Baltimore,21244,Yes,3,Active,3,3,Jul 11 2023,Jul 10 2024,Apr 25 2014,,,,Rachel Dorf
Prince George's,101232,Center,It's At Home Day Care Center,Bowie,20721,Yes,1,Active,1,3,Mar 27 2023,Mar 26 2024,May 29 2015,,,,Laura Suguiyama
Baltimore City,101137,Family Childcare,Olivia Wesson,Baltimore,21205,Yes,1,Active,1,2,Sep 08 2023,Sep 07 2024,Jun 12 2015,,,,Yvette Dodson
Baltimore,101015,Center,YMCA Fleming Head Start II,Baltimore,21222,Yes,4,Active,4,3,Jun 12 2023,Jun 11 2024,May 12 2014,,,,Allison Rudoy
Montgomery,100784,Center,KinderCare-301596,Germantown,20874,Yes,3,Active,3,3,Aug 22 2023,Aug 21 2024,Sep 28 2013,,,MSDE  | National Association for the Education of Young Children (NAEYC),Rachel Dorf
Montgomery,100747,Center,Discovery Station Child Development Center,Gaithersburg,20877,Yes,4,Active,4,3,Aug 08 2023,Aug 07 2024,May 12 2014,,,Maryland Accreditation 2026-03-31,Allison Rudoy
Allegany,100696,Family Childcare,Vicky Leighty,Cumberland,21502,Yes,3,Active,3,2,Jun 27 2023,Jun 26 2024,Aug 23 2014,,,,Amy Brannock
Baltimore,100600,Center,Step by Step Children's Learning Center,Sparks,21152,Yes,1,Active,1,3,Oct 26 2023,Oct 25 2024,Apr 29 2016,,,,Laura Suguiyama
Wicomico,100595,Family Childcare,Grace Mills,Pittsville,21850,Yes,1,Active,1,2,Sep 25 2023,Sep 24 2024,Mar 11 2014,,,No Additional Staff,Amy Brannock
Queen Anne's,100500,Family Childcare,Stephanie Smith,Stevensville,21666,Yes,1,Active,1,2,Apr 20 2023,Apr 19 2024,May 29 2015,,,,Ann Evans
Prince George's,100288,Family Childcare,Malissia Anderson,Clinton,20735,Yes,1,Active,1,2,Jun 27 2023,Jun 26 2024,Jun 12 2015,,,,Sally Gill
Frederick,10-0228,Prekindergarten,Carroll Creek Montessori Public Charter ,Frederick,21703,Yes,5,Active,5,1,May 25 2023,May 24 2024,Oct 16 2015,,,MSDE  | Maryland Accreditation 2026-05-23,Michelle Bruns
Frederick,10-0226,Prekindergarten,Monocacy Valley Montessori,Frederick,21701,Yes,5,Active,5,1,Jun 13 2023,Jun 12 2024,Jul 08 2014,,,MSDE  | Maryland Accreditation 2026-06-30,Michelle Bruns
Frederick,10-0222,Prekindergarten,Monocacy Elementary,Frederick,21702,Yes,5,Active,5,1,Dec 18 2023,Dec 17 2024,Apr 07 2017,Accredited Program 2025-01-31,,MSDE  | Maryland Accreditation 2025-01-31,Michelle Bruns
Frederick,10-0204,Prekindergarten,Lincoln Elementary,Frederick,21701,Yes,5,Active,5,1,Jan 24 2023,Jan 24 2024,Apr 29 2016,,,MSDE  | Maryland Accreditation 2025-05-31,Michelle Bruns
Allegany,100194,Center,HRDC Susan K. Westfall Head Start,Lonaconing,21539,Yes,1,Active,1,3,Jun 20 2023,Jun 19 2024,Dec 27 2013,,,MSDE,Allison Rudoy
Allegany,100193,Family Childcare,Terra Thomas,Cumberland,21502,Yes,3,Active,3,2,Jan 17 2023,Jan 17 2024,Nov 15 2013,,,,Sally Gill
Harford,100095,LOC,St. Margaret School,Bel Air,21014,Yes,1,Active,1,3,Oct 24 2023,Oct 23 2024,Jul 08 2014,,,AdvancED,Ann Evans
Dorchester,09-1503,Prekindergarten,Hurlock Elementary School,Hurlock,21643,Yes,4,Active,4,1,May 08 2023,May 07 2024,Nov 13 2015,,,MSDE  | Maryland Accreditation 2026-03-31,Michelle Bruns
Dorchester,09-0716,Prekindergarten,Choptank Elementary School,Cambridge,21613,Yes,5,Active,5,1,Mar 27 2023,Mar 26 2024,Nov 12 2016,,,MSDE  | Maryland Accreditation 2026-01-31,Michelle Bruns
Dorchester,09-0711,Prekindergarten,Maple Elementary School,Cambridge,21613,Yes,5,Active,5,1,Mar 28 2023,Mar 27 2024,Oct 21 2016,,,MSDE  | Maryland Accreditation 2026-01-31,Michelle Bruns
Dorchester,09-0710,Prekindergarten,Sandy Hill Elementary,Cambridge,21613,Yes,5,Active,5,1,Jul 06 2023,Jul 05 2024,Sep 18 2015,,,MSDE  | Maryland Accreditation 2026-02-28,Michelle Bruns
Dorchester,09-0302,Prekindergarten,Vienna Elementary School,Vienna,21689,Yes,5,Active,5,1,Jul 06 2023,Jul 05 2024,Aug 21 2017,,,MSDE  | Maryland Accreditation 2025-04-30,Michelle Bruns
Charles,08-0616,Prekindergarten,Eva Turner Elementary School,Waldorf,20602,Yes,4,Active,4,1,May 16 2023,May 15 2024,Aug 11 2017,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Charles,08-0606,Prekindergarten,J. P. Ryon Elementary School,Waldorf,20601,Yes,4,Active,4,1,Aug 11 2023,Aug 10 2024,Oct 01 2016,Accredited Program,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Charles,08-0604,Prekindergarten,Dr. Samuel A. Mudd Elementary School,Waldorf,20602,Yes,4,Active,4,1,May 19 2023,May 18 2024,Aug 11 2017,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Carroll,06-1201,Prekindergarten,Elmer A. Wolfe Elementary,Union Bridge,21794,Yes,5,Active,5,1,Nov 21 2023,Nov 20 2024,Apr 29 2016,,,MSDE  | Maryland Accreditation 2025-05-31,Michelle Bruns
Carroll,06-0715,Prekindergarten,Cranberry Station Elementary,Westminster,21157,Yes,5,Active,5,1,Jul 28 2023,Jul 27 2024,Apr 29 2016,,,MSDE  | Maryland Accreditation 2025-05-31,Michelle Bruns
Carroll,06-0711,Prekindergarten,Robert Moton Elementary,Westminster,21157,Yes,5,Active,5,1,Feb 06 2023,Feb 06 2024,Jan 26 2016,,,MSDE  | Maryland Accreditation 2025-01-31,Michelle Bruns
Carroll,06-0103,Prekindergarten,Taneytown Elementary,Taneytown,21787,Yes,5,Active,5,1,May 19 2023,May 18 2024,Dec 28 2015,,,MSDE  | Maryland Accreditation 2025-11-30,Michelle Bruns
Caroline,05-0701,Prekindergarten,Ridgely Elementary School,Ridgely,21660,Yes,5,Active,5,1,Mar 28 2023,Mar 27 2024,Jan 08 2016,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Caroline,05-0501,Prekindergarten,Federalsburg Elementary School,Federalsburg,21632,Yes,5,Active,5,1,Mar 28 2023,Mar 27 2024,Nov 13 2015,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Caroline,05-0401,Prekindergarten,Preston Elementary School,Preston,21655,Yes,5,Active,5,1,Mar 28 2023,Mar 27 2024,Sep 29 2017,,,MSDE  | Maryland Accreditation 2025-05-31,Michelle Bruns
Caroline,05-0301,Prekindergarten,Denton Elementary School,Denton,21629,Yes,5,Active,5,1,Mar 28 2023,Mar 27 2024,Sep 29 2017,,,Maryland Accreditation 2025-05-31,Michelle Bruns
Caroline,05-0201,Prekindergarten,Greensboro Elementary School,Greensboro,21639,Yes,5,Active,5,1,Mar 28 2023,Mar 27 2024,Sep 18 2015,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Calvert,04-0101,Prekindergarten,Patuxent Appeal Elementary Campus,Lusby,20657,Yes,0,Inactive,5,1,Dec 01 2022,Dec 01 2023,Oct 01 2016,,,MSDE,
Baltimore,03-1515,Prekindergarten,Hawthorne Elementary,Baltimore,21220,Yes,5,Active,5,1,Feb 01 2023,Feb 01 2024,Jan 16 2017,,,MSDE  | Maryland Accreditation 2025-03-31,Michelle Bruns
Baltimore,03-1216,Prekindergarten,Sandy Plains Elementary,Baltimore,21222,Yes,5,Active,5,1,Feb 13 2023,Feb 13 2024,Apr 29 2016,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Baltimore,03-0912,Prekindergarten,Halstead Academy,Parkville,21234,Yes,5,Active,5,1,May 05 2023,May 04 2024,Apr 29 2016,,,MSDE  | Maryland Accreditation 2025-05-31,Michelle Bruns
Baltimore,03-0062,Prekindergarten,Campfield Early Childhood Center,Baltimore,21207,Yes,4,Active,4,1,Apr 03 2023,Apr 02 2024,Dec 28 2015,,,MSDE  | Maryland Accreditation 2025-12-31,Michelle Bruns
Anne Arundel,02-1082,Prekindergarten,Belle Grove Elementary,Baltimore,21225,Yes,5,Active,5,1,Sep 22 2023,Sep 21 2024,Nov 27 2015,,,MSDE  | Maryland Accreditation 2026-06-30,Michelle Bruns
Allegany,01-0401,Prekindergarten,South Penn Elementary,Cumberland,21502,Yes,5,Active,5,1,Aug 16 2023,Aug 15 2024,May 27 2016,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Allegany,01-0301,Prekindergarten,Flintstone Elementary,Flintstone,21530,Yes,5,Active,5,1,Aug 22 2023,Aug 21 2024,Sep 18 2015,,,MSDE  | Maryland Accreditation 2026-06-30,Michelle Bruns
Charles,31439,Center,Saint Peters PK,Waldorf,20601,Yes,1,Active,1,3,Sep 07 2023,Sep 06 2024,May 11 2021,,,,Liana Vega-Hernandez
Baltimore City,15400,Center,First English Lutheran Preschool and Kindergarten,Baltimore,21218,Yes,0,,,,,,Dec 05 2023,,,,Julie Mitchell
Howard,160504,Family Childcare,Jigna Bhatt,Laurel,20723,Yes,1,Active,1,2,Mar 28 2023,Mar 27 2024,Sep 06 2013,,,No Additional Staff,Sally Gill
Montgomery,15-0780,Prekindergarten,Bel Pre Elementary,Silver Spring,20906,Yes,5,Active,5,1,Sep 11 2023,Sep 10 2024,Dec 11 2015,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Prince George's,16-1233,Prekindergarten,Indian Queen Elementary,Fort Washington,20744,Yes,5,Active,5,1,Jul 11 2023,Jul 10 2024,May 13 2016,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Prince George's,16-0512,Prekindergarten,Colin L Powell Academy,Fort Washington,20744,Yes,5,Active,5,1,Jul 11 2023,Jul 10 2024,May 13 2016,,,MSDE  | Maryland Accreditation 2025-05-31,Michelle Bruns
Prince George's,16-1313,Prekindergarten,Kenmoor Early Childhood Center,Landover,20785,Yes,5,Active,5,1,Jan 24 2023,Jan 24 2024,May 13 2016,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Prince George's,16-1808,Prekindergarten,Doswell E. Brooks Elementary,Capitol Heights,20743,Yes,5,Active,5,1,Nov 14 2023,Nov 13 2024,May 13 2016,,,MSDE  | Maryland Accreditation 2025-06-30,Michelle Bruns
Prince George's,16-1725,Prekindergarten,Cool Spring Elementary,Adelphi,20783,Yes,4,Active,5,1,May 03 2023,May 02 2024,Sep 18 2017,,,MSDE  | Maryland Accreditation 2025-11-30,Michelle Bruns
Montgomery,116097,Center,St. Mary School (Preschool),Rockville,20852,Yes,4,Active,4,3,Oct 17 2023,Oct 16 2024,Dec 10 2018,,,,Julie Mitchell
Howard,34760,Center,Columbia Montessori School,Columbia,21044,Yes,1,Active,1,3,Jun 16 2023,Jun 15 2024,Dec 10 2018,,,,Julie Mitchell
Montgomery,100724,Center,Spring Knoll Early Learning Center,Silver Spring,20910,Yes,1,Active,1,3,Dec 14 2023,Dec 13 2024,Feb 09 2021,,,,Laura Suguiyama
Prince George's,33023,Center,St Matthew's Parish Day School,Hyattsville,20782,Yes,1,Active,1,3,Sep 14 2023,Sep 13 2024,Dec 10 2018,,,,Sarah Thistle
Howard,58572,Family Childcare,Kimberly Stinnett,Columbia,21044,Yes,5,Active,5,2,Jun 30 2023,Jun 29 2024,Oct 12 2021,Accredited Program 2026-04-01,National Association for Family Child Care (NAFCC) 2026-04-30,No Additional Staff  | National Association for Family Child Care (NAFCC) 2026-04-01,Nancy Gumbel
Montgomery,41748,Center,St. Raphael's School,Rockville,20854,Yes,3,Active,3,3,Jul 05 2023,Jul 04 2024,Mar 27 2019,Accredited Program 2027-06-30,Cognia Early Learning Accreditation 2027-06-30,Cognia Early Learning Accreditation 2027-06-30,Rachel Dorf
Montgomery,153621,Center,Rock Spring Children's Center,Bethesda,20817,Yes,0,,,,,,Nov 07 2023,,National Association for the Education of Young Children (NAEYC) 2026-06-01,National Association for the Education of Young Children (NAEYC) 2026-06-01,Theresa Lutz
Howard,160144,Family Childcare,Saima Amin,Columbia,21044,Yes,1,Active,1,2,Oct 10 2023,Oct 09 2024,Feb 25 2019,,,,Theresa Lutz
Carroll,253083,Center,Immanuel Montessori School,Mount Airy,21771,Yes,1,Active,1,3,Sep 15 2023,Sep 14 2024,Dec 10 2018,,,,Julie Mitchell
Harford,254847,Center,MRDC - Head Start Edgewood,Edgewood,21040,Yes,1,Active,1,3,Mar 09 2023,Mar 08 2024,Mar 08 2022,,,,Allison Rudoy
Prince George's,254403,Family Childcare,Yasmin Parveen,Laurel,20707,Yes,0,,,,,,Apr 11 2023,,,,Beth Snyder
Talbot,153993,Family Childcare,Jennie Dickerson,Easton,21601,Yes,1,Active,1,2,Aug 17 2023,Aug 16 2024,Dec 10 2018,,,,Sally Gill
Anne Arundel,40321,Center,Montessori International Children's House,Annapolis,21409,Yes,2,Active,2,3,Oct 27 2023,Oct 26 2024,Mar 07 2019,Eco-Friendly Program  | Asthma & Allergy Friendly  | Accredited Program,,Association Montessori International/USA (AMI/USA) 2024-09-30,Julie Mitchell
Saint Mary's,61195,Center,Hollywood Recreation School Age Center,Hollywood,20636,Yes,1,Active,1,2,Aug 21 2023,Aug 20 2024,Dec 17 2018,,,,Karina Cortes Hudack
Prince George's,127902,Family Childcare,Kathy Cherry,Upper Marlboro,20772,Yes,1,Active,1,2,Aug 16 2023,Aug 15 2024,Feb 08 2022,,,No Additional Staff,Michelle Gray
Prince George's,130290,Family Childcare,Bonnie Paddy,Upper Marlboro,20772,Yes,0,,,,,,Oct 24 2023,,,,Sarah Thistle
Montgomery,34086,Center,Silver Spring Nursery School,Silver Spring,20903,Yes,0,,,,,,Aug 01 2023,,,,Theresa Lutz
Anne Arundel,40314,Center,Chesapeake Montessori Extended Day,Annapolis,21409,Yes,1,Active,1,3,Sep 07 2023,Sep 06 2024,Apr 23 2020,,Association of Independent Maryland Schools (AIMS) 2028-09-01,Association of Independent Maryland Schools (AIMS) 2028-12-31,Julie Mitchell
Saint Mary's,94693,Center,Everyday Play N Learn CDC II,Charlotte Hall,20622,Yes,1,Active,1,3,Sep 15 2023,Sep 14 2024,Jul 12 2022,,,,Laura Suguiyama
Montgomery,141226,Center,Prairie Landing Children Center,North Potomac,20878,Yes,1,Active,1,3,Dec 01 2023,Nov 30 2024,May 11 2021,,,,Theresa Lutz
Harford,162547,Center,Children's Manor of Forest Hill,Forest Hill,21050,Yes,1,Active,1,3,Jan 11 2023,Jan 11 2024,Oct 30 2019,,,,Julie Mitchell
Montgomery,250088,Center,The Goddard School in Olney,Olney,20832,Yes,2,Active,2,3,Feb 01 2023,Feb 01 2024,Mar 14 2019,,,Maryland Accreditation 2025-11-30,Julie Mitchell
Prince George's,252295,Center,Pee Wee Piano,Glenn Dale,20769,Yes,1,Active,1,2,Jul 06 2023,Jul 05 2024,Sep 19 2019,,,,Karina Cortes Hudack
Prince George's,252929,Large Family Childcare,Kelly Gates,Bowie,20715,Yes,1,Active,3,2,May 10 2023,May 09 2024,Jul 28 2020,,,,Sally Gill
Howard,253443,Center,Northcrest Montessori,Clarksville,21029,Yes,4,Active,4,3,May 02 2023,May 01 2024,May 03 2019,,,Association Montessori International/USA (AMI/USA) 2024-09-30,Julie Mitchell
Anne Arundel,254546,Center,YMCA at Windsor Farm Elementary School,Annapolis,21409,Yes,1,Active,1,2,Oct 31 2023,Oct 30 2024,Dec 17 2018,,,,Liana Vega-Hernandez
Baltimore,254550,Center,Learn-N-Play Hernwood Elementary School,Randallstown,21133,Yes,1,Active,1,2,Jul 10 2023,Jul 09 2024,Dec 17 2018,,,,Theresa Lutz
Baltimore,71339,Center,Parkville Recreation Center Tot Fun,Baltimore,21234,Yes,1,Active,1,3,Jan 18 2023,Jan 18 2024,Oct 26 2021,,,,Jennifer Blandford
Howard,121619,Center,Children's Manor Montessori School,Ellicott City,21043,Yes,1,Active,1,3,Mar 02 2023,Mar 01 2024,May 05 2020,,,,Julie Mitchell
Anne Arundel,41133,Family Childcare,Donna Reedy,Crofton,21114,Yes,1,Active,1,2,May 02 2023,May 01 2024,Jan 12 2022,,,,Liana Vega-Hernandez
Anne Arundel,155334,Family Childcare,Elizabeth Coberly,Severna Park,21146,Yes,1,Active,1,2,Jun 08 2023,Jun 07 2024,Jul 14 2020,,,,Amy Brannock
Montgomery,157060,Center,Silver Spring Day School,Silver Spring,20901,Yes,1,Active,1,3,May 26 2023,May 25 2024,Mar 22 2022,,,,Ann Evans
Howard,157504,Family Childcare,Sona Avetisyan Yoder,Jessup,20794,Yes,0,,,,,,Nov 08 2022,,,,
Howard,252400,Center,Children's Magnet Montessori School,Elkridge,21075,Yes,1,Active,1,3,Mar 02 2023,Mar 01 2024,May 05 2020,,,,Julie Mitchell
Montgomery,253760,Family Childcare,Jasmin Asso,Rockville,20853,Yes,1,Active,1,2,Jul 19 2023,Jul 18 2024,Jun 30 2020,,,,Ann Evans
Cecil,255566,Center,Circle of Care Early Learners,Elkton,21921,Yes,4,Active,4,3,Oct 04 2023,Oct 03 2024,Dec 10 2018,,,,Sarah Thistle
Montgomery,260168,Large Family Childcare,Veronica Mangandi,Gaithersburg,20878,Yes,5,Active,5,2,Dec 15 2023,Dec 14 2024,Dec 10 2018,,,National Association for Family Child Care (NAFCC) 2025-11-01,Karina Cortes Hudack
Baltimore,254564,Center,Caliday Before & After Care of Rodgers Forge,Baltimore,21212,Yes,1,Active,1,2,Jun 15 2023,Jun 14 2024,Jun 30 2020,,,,Laura Suguiyama
Frederick,159925,Center,Frederick Country Day Montessori School,Frederick,21701,Yes,4,Active,4,3,Dec 22 2023,Dec 21 2024,Jul 14 2020,,National Early Childhood Program Accreditation (NECPA) 2025-06-30,National Early Childhood Program Accreditation (NECPA) 2025-06-30,Julie Mitchell
Montgomery,252222,Family Childcare,Hayat Kedir,Silver Spring,20901,Yes,0,,,,,,Nov 07 2023,,,,Amy Brannock
Prince George's,254808,Center,AlphaBest@Allenwood Elementary,Temple Hills,20748,Yes,1,Active,1,2,Jan 11 2023,Jan 11 2024,May 03 2019,,,,Laura Suguiyama
Cecil,253546,Center,Mount Aviat Academy Preschool,Childs,21916,Yes,5,Active,5,3,Apr 27 2023,Apr 26 2024,May 11 2021,,Middle States Association of Colleges and Schools Commission on Elementary and Secondary Schools (MSA-CESS) 2024-12-01,Middle States Association of Colleges and Schools Commission on Elementary and Secondary Schools (MSA-CESS) 2024-12-01,Liana Vega-Hernandez
Howard,60756,Center,Public School Employees Child Development Program at Long Reach HS,Columbia,21045,Yes,1,Active,1,3,Jun 21 2023,Jun 20 2024,Jul 08 2019,,,,Trish Miller
Prince George's,115499,Family Childcare,Rebekah House,Upper Marlboro,20774,Yes,1,Active,1,2,Jun 12 2023,Jun 11 2024,Sep 19 2019,,,,Sally Gill
Charles,157369,Family Childcare,Nichelle Anderson,Indian Head,20640,Yes,0,,,,,,Nov 21 2022,,,,
Harford,150051,Family Childcare,Danielle Shriner,Bel Air,21015,Yes,1,Active,1,2,Apr 27 2023,Apr 26 2024,Sep 28 2021,,,No Additional Staff,Michelle Gray
Howard,251429,Family Childcare,Zainab Wasti,Columbia,21044,Yes,1,Active,1,2,Aug 23 2023,Aug 22 2024,Feb 25 2019,,,,Rachel Dorf
Montgomery,251293,Center,Washington Hebrew Congregation RJWECC,Potomac,20854,Yes,2,Active,2,3,Aug 08 2023,Aug 07 2024,Oct 12 2021,,,,Nancy Gumbel
Howard,253881,Family Childcare,Surinder Kaur,Ellicott City,21042,Yes,3,Active,3,2,May 16 2023,May 15 2024,Dec 10 2018,,,No Additional Staff,Carla Hillery
Prince George's,254761,Center,"The Kidz Factory, LLC",Landover,20785,Yes,1,Active,1,3,May 08 2023,May 07 2024,Jul 08 2019,,,,Liana Vega-Hernandez
Allegany,254143,Center,"HDLC, Inc.",Cumberland,21502,Yes,1,Active,1,3,Dec 06 2023,Dec 05 2024,Jan 10 2019,,,,Trish Miller
Montgomery,251009,Center,The Goddard School of Bethesda,Bethesda,20817,Yes,3,Active,3,3,Mar 03 2023,Mar 02 2024,Dec 04 2019,,,National Association for the Education of Young Children (NAEYC) 2028-09-01,Julie Mitchell
Cecil,253490,Center,Kid City,Rising Sun,21911,Yes,1,Active,1,3,Jun 09 2023,Jun 08 2024,Jan 25 2022,,,,Liana Vega-Hernandez
Montgomery,34142,Center,Westmoreland Childrens Center,Bethesda,20816,Yes,0,,,,,,Oct 10 2023,,,,Jennifer Blandford
Howard,60758,Center,Public School Employees Child Development Program at River Hill HS,Clarksville,21029,Yes,1,Active,1,3,Jun 21 2023,Jun 20 2024,Jul 08 2019,,,,Trish Miller
Howard,259925,Center,Public School Employees' Child Development Program at Hammond High School,Columbia,21046,Yes,1,Active,1,3,Sep 18 2023,Sep 17 2024,Jul 08 2019,,,,Trish Miller
Howard,141195,Center,Public School Employee Child Development Program at Marriotts Ridge HS,Marriottsville,21104,Yes,1,Active,1,3,Jun 21 2023,Jun 20 2024,Jul 08 2019,,,,Trish Miller
Harford,162546,Center,Children's Manor of Bel Air,Bel Air,21015,Yes,1,Active,1,3,Feb 17 2023,Feb 17 2024,Oct 18 2019,,,,Julie Mitchell
Howard,162618,Center,Public School Employees Child Development Program at Atholton High School,Columbia,21044,Yes,1,Active,1,3,Jun 21 2023,Jun 20 2024,Jul 08 2019,,,,Trish Miller
Prince George's,254822,Center,AlphaBest@John Hanson Montessori,Oxon Hill,20745,Yes,1,Active,1,2,Jul 19 2023,Jul 18 2024,Apr 11 2019,,,,Laura Suguiyama
Prince George's,254803,Family Childcare,Ja'Meisha Latchan,Laurel,20708,Yes,1,Active,1,2,Feb 10 2023,Feb 10 2024,Dec 10 2018,,,,Sally Gill
Baltimore,117702,Center,Prettyboy Recreation Tiny Tots and Home B.A.S.E.,Freeland,21053,Yes,1,Active,1,3,Jun 07 2023,Jun 06 2024,Dec 17 2019,,,,Jennifer Blandford
Washington,78127,Center,SCCI - The Fun & Learning Center,Hagerstown,21742,Yes,1,Active,1,3,Jul 21 2023,Jul 20 2024,Sep 08 2020,,,,Karina Cortes Hudack
Howard,114355,Center,Children's Manor Montessori School and Day Care,Columbia,21045,Yes,1,Active,1,3,Mar 02 2023,Mar 01 2024,May 05 2020,,,,Julie Mitchell
Montgomery,126621,Center,Primary Montessori Day School,Rockville,20850,Yes,4,Active,4,3,Dec 15 2023,Dec 14 2024,Jun 30 2020,Accredited Program 2026-03-02,American Montessori Society (AMS) 2026-03-02,American Montessori Society (AMS) 2026-03-14,Julie Mitchell
